addressid,ownerid,province,district,neighborhood,addressaddedtime
ccbc33f1-f93e-445f-b60c-722fa1b275b8,fce08956-6899-435e-bb4e-1a4c7e73e6a7,İstanbul,Şile,Ahmetli,2025-05-07 16:42:54.742
c17cea53-de5e-4697-bcba-970ec4b969c1,cdcd0b4d-ada3-4f4b-b2d0-d465ccb15941,İstanbul,Kadıköy,Osmanağa,2025-07-12 14:35:06.500
36823b2d-fb1f-4a6f-886f-57acc55906ce,4bd0168e-65ee-45a1-99a4-9662514bb551,İstanbul,Zeytinburnu,Seyitnizam,2025-06-30 22:36:08.822
b09597fa-e0aa-46b3-86e3-a8e84c011c32,f64864e9-a9b4-4694-a039-50c0effa53a9,İstanbul,Kadıköy,Caddebostan,2025-05-15 14:26:45.283
5ee0b09c-3734-49fe-98d4-40f074ce029e,a7357c1c-9085-4f2e-93e0-2de57ca9d5c5,İstanbul,Beylikdüzü,Marmara,2025-06-23 13:50:14.657
cc81b0c6-0e2e-4f47-856a-9b251f854417,22b0eaeb-e19a-49c6-b042-790a3047d239,İstanbul,Kadıköy,Sahrayı Cedit,2025-05-19 14:05:29.565
1b040b5a-22b3-441a-930f-e0defd0511c4,a7ee44c4-36d3-4c4c-b51a-9475d1b3bc2f,İstanbul,Kadıköy,Göztepe,2025-07-06 17:50:42.464
32dd7b91-eec2-4d9f-ba5d-d459afbf022a,667cd1a2-9010-4613-8ca2-14ee9470ec7d,İstanbul,Adalar,Büyükada-Maden,2025-06-13 01:23:56.373
a69842de-747b-428a-886b-5deccf7054a4,0aac42cc-b789-407e-9438-0a9805ea8839,İstanbul,Ümraniye,Yaman Evler,2025-06-17 17:08:02.645
8a4be231-0af9-4012-a680-d278cc46de49,eca53e5a-bed1-42d1-84e3-12c377bf91be,İstanbul,Bakırköy,Ataköy 7-8-9-10.,2025-07-04 11:55:12.114
ee6d7588-3a0a-49ae-8be8-5deec7ea0c9c,df9350a3-69bb-4742-be6a-5dd3a55f2689,İstanbul,Esenler,Menderes,2025-05-18 12:31:49.876
0117293f-20f0-4175-9a07-27fce340d96e,4a9a2419-7364-40d3-8032-4b30aa8363a7,Kütahya,Merkez,Yenidoğan,2025-07-21 12:16:53.638
6af41974-3709-45c4-aca0-1468b5c90d93,41bee494-6bfd-4d6a-bd98-ed61164ae571,İstanbul,Ümraniye,Mehmet Akif,2025-05-17 13:48:15.110
d5e86342-99ca-4ad7-b3fd-8f3cf4961e83,bccbfc1e-e2c7-4be9-b6c1-bcd58bdf8508,İstanbul,Kadıköy,Göztepe,2025-05-21 06:20:16.301
a910d397-426f-4ae3-8b55-86dd432b3ee3,6cfff924-28d2-4c43-a282-400ace28d11e,İzmir,Menemen,Ulus,2025-06-17 16:02:59.150
f0467ee9-7dc7-4a56-8c23-d62f5a6a291b,b1cefde0-d785-43d4-86f7-36a7176a1ed2,İzmir,Karabağlar,Doğanay,2025-05-31 22:31:23.236
15c74a72-f1f5-4d4c-8898-ab12b77f88e3,24fc15fe-ebc1-4dfa-adb5-65a348dcc8b6,Ankara,Etimesgut,Alsancak,2025-07-09 01:18:28.429
09aed04b-3f7d-4ba5-be85-4aceceb53280,3d0e938d-92b4-4258-a752-0bea7ad6e94a,İstanbul,Esenler,Menderes,2025-07-28 00:39:20.119
8350d405-e165-4eda-841d-af1c440d87b0,667218b4-a6f2-4256-ab9f-caf2199c9c72,İstanbul,Ümraniye,Site,2025-05-13 22:41:42.782
f9b89e94-8ddd-4dd8-a8ac-df312b502b2a,f14d3e34-593c-4bc9-aaa2-4fc6e8779039,İstanbul,Maltepe,Feyzullah,2025-07-03 11:14:09.212
7c8c12c6-15ba-4408-addf-bf8a650c20e1,71cd5f8a-fdcd-4ea9-ab2f-27b9325ba29a,İstanbul,Ümraniye,Madenler,2025-06-17 02:25:47.237
5c23b7bb-59a7-4369-9818-459b169b9303,356be3db-6b39-4749-8bb7-b312e9efc0c1,İstanbul,Ataşehir,Ataşehir Ferhatpaşa,2025-06-05 09:53:24.904
4b759246-13bf-40d0-8e20-94cbe2439323,99eaab60-3104-4225-95ee-870e91abc5a7,İzmir,Buca,Ufuk,2025-05-31 01:10:14.050
a5b11281-0c90-4dfe-8db0-98c2ca391654,4a661a1a-140f-414b-be20-a59216ed6403,İstanbul,Şişli,M.Şevket Paşa,2025-07-10 17:05:50.170
cd8f707e-3465-4ccd-bf32-777d6895c72b,ae487ebc-216f-4c7e-910e-f342f0e364ff,Ankara,Yenimahalle,Susuz,2025-06-30 17:58:26.338
28326abc-2036-4b84-93b7-34148d523a6e,ad649674-246c-41c6-8b1c-6e1926b333c1,İstanbul,Şişli,19.Mayıs,2025-05-24 09:36:47.853
cdfbf5cb-278f-45d0-bd12-0846b835a1fd,83cc494e-bc38-4649-a082-a5a8bb69c9e1,İstanbul,Tuzla,Orhanlı,2025-05-27 12:19:33.828
0c00cc89-b500-412e-8989-abbf16b4240f,77e9085e-f408-4569-a3ea-4f537125dc07,İstanbul,Küçükçekmece,Beşyol,2025-05-24 13:12:23.318
e4ba5454-707b-4364-b0d4-f62005aaafde,5e4a8501-3d78-485c-9fc5-1333777b3756,İstanbul,Küçükçekmece,Atakent,2025-07-28 07:06:31.237
1e82221e-0c86-49de-bbcc-073580204a09,34b3f030-f52d-4ab8-9363-d8184897bf72,İstanbul,Kadıköy,Caddebostan,2025-05-12 18:15:09.294
8512b9a4-ddbf-4932-bdd6-f62f67e331ff,98fab5f5-d395-4782-800b-17ccad4e24bd,İstanbul,Avcılar,Denizköşkler,2025-07-25 01:43:01.105
ce5f4217-f5a0-4e29-b696-edd73fc7e364,6976d4ac-f826-4aca-a5bc-88d8f42940cd,İzmir,Menemen,Gazi Mustafa Kemal,2025-07-03 12:02:13.929
d22618f8-9ec9-49b6-9a8d-2f0d50eadb94,669a5870-2532-4917-9632-23a6aab2a5a6,İstanbul,Beşiktaş,Etiler,2025-07-02 16:43:00.044
50de31ce-781e-4c0b-95c3-20cfcd39a6d9,d9e12d0c-8c10-41c6-aa17-228a516524e1,Eskişehir,Tepebaşı,Bahçelievler,2025-07-29 17:25:24.525
09dbf9e1-5347-4eae-a9b7-3f191e23ea4b,b2fde48f-da51-470f-b344-e68b8ce0c063,Antalya,Muratpaşa,Muratpaşa,2025-08-02 02:22:05.620
e8f6a4d2-75a0-4f8e-8478-e1fa8c2c579e,1bb12073-76b3-4072-8d2e-c9bec1de6c4a,Kocaeli,Başiskele,Paşadağ,2025-07-13 21:42:18.537
a1cf9095-b0e9-4c80-8fc9-47a76ea0e062,8189bffa-9c0a-40a2-a72b-7f98530aa6ba,İstanbul,Sarıyer,Ferahevler,2025-07-19 19:05:31.464
9183cf93-ab08-466f-b909-a54b0a9b6608,cd2e610e-65a8-4c47-a865-e1f27b6d9fb8,İstanbul,Avcılar,Tahtakale,2025-07-13 12:25:09.402
dc0b5ed6-9751-4276-8871-24c14e2ed299,76d31f8d-af5c-4878-87a2-922f268d215e,İstanbul,Maltepe,Bağlarbaşı,2025-05-20 23:01:32.420
ec0b6e1f-66d1-4e1f-8c44-54e73695cb46,971ca025-dfab-46c1-865b-54f16b459ea2,İstanbul,Fatih,Haseki Sultan,2025-07-13 18:53:59.925
2f7404f6-c502-4c3b-be8d-25317c39f3fc,30d8d8d7-c00e-4e60-90c3-e91c6fc0ca4a,İstanbul,Kadıköy,Kozyatağı,2025-07-25 19:39:36.299
44d4f577-584f-452d-a9da-7099ad90ebce,59e19291-3e55-4c97-824e-be2aa33d8a5d,İstanbul,Üsküdar,Çengelköy,2025-07-23 02:56:47.321
c187d547-5d9c-41b2-831f-aca6114f6ca5,64c1e4f7-a064-4412-beff-3270d46c4a0c,İstanbul,Küçükçekmece,Kemalpaşa,2025-06-04 04:17:07.865
644143c4-7bd1-429b-aa08-a07a3c3fc75d,899e74da-646c-401e-b53d-fbc56b705f54,İstanbul,Kartal,Petroliş,2025-07-12 02:21:39.488
9d81e6da-e02f-44ea-b5fb-f65efa0cd11d,45269ad0-8118-4635-ae94-36ecad88bbe7,İstanbul,Kadıköy,Acıbadem,2025-07-30 14:05:08.351
8d628777-944a-44d5-9b43-f8df8ace07d6,394f22b5-a48a-4be4-ae1e-28b1f5250c02,İstanbul,Sarıyer,Reşitpaşa,2025-05-07 14:57:09.430
650fc0a6-262c-4bd9-871e-a92c5d522467,28b9ddd9-b129-4efd-9113-ecb0c49b8308,İstanbul,Güngören,Tozkoparan,2025-05-25 12:39:38.667
769ef2bc-23c5-4034-8eb6-f5fd671e672a,41bb8dc4-a35b-4a79-bdb7-3a81e339e459,İzmir,Çeşme,Alaçatı,2025-07-10 15:30:12.791
6f3154b7-2c3f-4de4-81cb-d9fe9c71fcf8,4c1b4ee0-1904-4732-9410-e80843e9d807,İstanbul,Şişli,Mecidiyeköy,2025-07-02 10:42:30.408
1ac5e4c8-e1f8-4ab2-a78c-238490360f83,b511212e-cf22-40bc-8402-286f6da3538e,İstanbul,Şişli,Mecidiyeköy,2025-05-13 08:33:10.255
18403c7d-0bcc-43c6-ba78-07b26c37c369,0e284e50-8a4a-4589-b03a-620ff80540bf,İstanbul,Beyoğlu,Piyalepaşa,2025-06-19 13:43:57.558
4ed05882-29ff-4701-8c04-c8d85778f1dd,8ea5b476-3b9a-4370-8164-56b924129e8e,İstanbul,Bakırköy,Zeytinlik,2025-05-22 09:09:29.246
7c5d026d-1523-435d-acc1-a58d603f2dc5,3623194d-a230-4a12-b456-bc7135cf0e63,İstanbul,Bakırköy,Osmaniye,2025-06-23 23:16:16.198
d6c48e5a-cdb9-4449-a86b-cc36cdf667d6,baa18b63-0a9f-4eb7-a9a4-8192ac3621d3,İstanbul,Şişli,Yayla,2025-07-18 01:44:52.771
d0f199a6-5713-4dae-885c-5e3af43e0453,88307cc8-a33e-4f52-b87d-d6f1d7cbff65,Muğla,Bodrum,Bitez,2025-07-10 13:40:30.853
62955a95-0687-43ac-bd70-23e6cb7c1de5,99d70913-ed9f-4260-815e-6f536c7b2547,İstanbul,Küçükçekmece,Atakent,2025-06-05 19:13:53.068
7937962b-8531-4d55-a71e-38e8b0ec18fa,28a1c11c-04e1-483f-b499-c02166759199,İstanbul,Kadıköy,Merdivenköy,2025-07-02 19:08:24.715
d93d20c1-66c4-4169-b2bb-6761d6c65452,ef3cb19b-23da-4428-ac41-5e51509b7d0c,İstanbul,Kadıköy,Göztepe,2025-05-26 16:29:57.079
95e885d5-9a75-41a9-9dbd-6029ddd024c1,990660a3-267a-4988-8524-ff10378e92cd,İstanbul,Ataşehir,Ataşehir Ferhatpaşa,2025-07-04 21:51:41.199
a8af098b-84cd-4e02-8ed9-c9ed7cfe6eb8,6f629285-c279-4daa-ab1a-11016efc6964,İstanbul,Maltepe,Yalı,2025-07-07 12:43:55.429
cb88db45-4c93-441b-8b0a-05515418cfd4,91ee6458-f27d-4c4c-a42d-ac15d4644444,İstanbul,Kadıköy,Suadiye,2025-06-01 22:04:57.553
73ae0a35-2e23-4219-98d5-fb6a3d9a0454,d89a4742-7472-4ab2-a07e-7e5921bd669d,İstanbul,Kadıköy,Erenköy,2025-06-15 14:38:04.707
cf4229d8-28b9-458d-a1d2-247a515f0907,70aba7d2-7a2e-42d9-94d9-d086cfee4aae,İstanbul,Ümraniye,Şerifali,2025-07-01 22:49:58.826
6b672809-fed4-43ad-af45-a88115cf2517,e80ddcb4-8111-4e6e-9bb3-335ed956fba4,İstanbul,Küçükçekmece,Atakent,2025-07-13 13:51:47.301
3ba05143-588a-4b9a-a95f-700a7e6d2c40,d3008ba2-63ee-47d1-813d-903bee1e062f,İstanbul,Kadıköy,Osmanağa,2025-07-09 10:29:44.375
351f236b-6faf-4f2a-8670-732ebd8dcbd2,7fd7a475-f8f8-4cb9-b419-fbe58c13f3ad,İstanbul,Maltepe,Zümrütevler,2025-07-13 19:00:48.749
ecc78888-bd3e-4307-ac18-63395c32ee9b,ed04713f-12ea-4354-b113-fc7ec10bfdd0,Antalya,Muratpaşa,Meltem,2025-07-05 14:57:41.204
b5cb08f3-3d56-42df-bc83-1987f1cf723c,77c995f3-02f3-40b7-8b2c-21f831df0eda,İstanbul,Maltepe,Zümrütevler,2025-07-06 18:11:24.185
fa1320a3-0ec5-44ee-9b36-7ef0412595f9,54b8d403-dff4-4f20-82a8-4bfff91e5b41,İstanbul,Üsküdar,Güzeltepe,2025-06-16 00:43:29.075
8dace806-ede3-435b-aabc-042a2c3210d4,89b11797-9832-4291-8e47-980db5132c64,İstanbul,Bahçelievler,Bahçelievler,2025-07-27 21:54:44.160
6152bfee-b1ea-44dc-97fd-3423c92ec512,6cf3e74e-0cb8-4876-8719-1c92bf74fcd5,İstanbul,Üsküdar,Altunizade,2025-08-03 14:03:08.536
66b33ab8-b07d-48b8-8738-4273f6de0a26,f75a106d-846d-439f-807e-d9007ac376c4,İzmir,Konak,Akın Simav,2025-06-23 22:38:06.934
a283282b-a85b-4106-a717-e3398a9e2d73,fbc29603-3ecd-47f7-8604-b414aa063bc9,İzmir,Bornova,Kazımdirik,2025-08-03 20:30:26.007
be6dc8db-06a1-46bd-bbde-c8d3180f5cab,3e8106fc-8960-420a-90c5-b98432730f64,İstanbul,Maltepe,Çınar,2025-05-17 14:38:49.595
e8124c02-b987-4d75-8ab8-481bb7ef23d3,73f04d4c-fd99-4f01-86cd-a0e387fbba1c,İstanbul,Kartal,Topselvi,2025-07-29 16:33:37.576
eb9718f8-ef1b-4daf-a0de-803796525939,366cfa4f-e14d-412f-a12a-4a747249884a,İstanbul,Şişli,19.Mayıs,2025-06-25 19:45:39.267
b8e4bde3-34c0-4c27-a046-0c361fbe2d34,0c82a249-8e5b-42c6-82f2-fa3fb6823f15,İstanbul,Maltepe,Altıntepe,2025-07-14 14:41:00.431
9c04c088-835d-43a3-be0e-19a0a7c78c96,91389c43-7325-45be-a4bc-43808c9fb1d1,İstanbul,Kartal,Uğurmumcu,2025-05-08 18:45:41.586
08c7f36a-d055-4f56-b30f-03a8dca31e21,a063210b-d93c-461b-baf4-4c9c51838bb9,İstanbul,Beşiktaş,Gayrettepe,2025-05-14 11:22:08.536
f2ef22da-69a6-4116-a9c5-40dd26c8090c,c949f018-b512-40b3-8303-69e0898ea3c9,İstanbul,Ataşehir,Barbaros,2025-05-20 22:44:08.078
39a700bd-7e70-4737-a81a-4943d79504fb,4ffa886d-9342-423f-b1a2-c3ba5a78c998,İstanbul,Çekmeköy,Mehmet Akif,2025-06-07 11:58:40.414
1ae7c9c9-c176-46f0-a4a4-3169e3da9199,72ac8c51-0456-4af7-9d84-6283fa257076,Kocaeli,Başiskele,Fatih,2025-08-03 18:39:57.985
3f1a7d41-631b-42bd-bb43-8367dd8e9ac5,52ae002c-09b9-4088-9abe-6543dd091bbf,İstanbul,Sarıyer,Maslak,2025-05-13 18:57:21.410
a6d8c046-518b-4838-aa02-bb8b200a653c,305a92dc-aaab-419c-99f9-6aa02c499b3d,İstanbul,Ataşehir,Kayışdağı,2025-07-03 14:10:58.021
6cc637dc-9cba-4d95-97a5-e6572f2f4d9e,992e4941-1c3c-4adb-a4d0-0c2c8a256830,İstanbul,Bakırköy,Sakızağacı,2025-07-22 17:41:40.673
ec197aca-9ea9-4ae5-8430-8f135bdd524c,07e53166-abca-44a6-bf56-a8c1d870eba5,İzmir,Karşıyaka,Yamanlar,2025-06-09 17:32:03.501
34feafe2-17ce-42e4-b604-fc474774af36,c160353b-1355-4d61-adb7-351a71a45223,Ankara,Çankaya,Umut,2025-06-10 05:13:36.157
64932c94-fc6a-42a6-92c7-4e154ab41a7c,17da8789-625b-462c-8b66-648e38c2c8d4,İstanbul,Bağcılar,Güneşli,2025-06-27 15:30:37.363
7f0656aa-8612-449e-b9ab-a5634e583d9d,06506ff3-57cc-463a-90b8-812f85865f2c,İstanbul,Kağıthane,Harmantepe,2025-07-12 07:18:04.849
18f0ade3-3ed9-4893-ae06-a491da7ceb7d,fc414967-1e14-4792-bb05-b46f080cdd3a,İstanbul,Bakırköy,Ataköy 3-4-11.,2025-06-04 02:54:00.659
aee0e155-4612-4d17-bd26-118c7b929c6d,86cd92dc-3f38-45d7-b121-6b28947ee41a,İstanbul,Beşiktaş,Konaklar,2025-06-05 12:19:07.840
cf69dde2-5a85-414d-a67e-8e318e8f49b4,4546dafa-849c-4e93-a8f8-e6c80c3f5c6c,İstanbul,Kadıköy,Kozyatağı,2025-06-21 23:40:46.770
1b58dca0-555c-4905-bd6d-c415af2e8bda,43721c11-dcc1-4f31-bdc0-70a81ae04757,İstanbul,Beşiktaş,Dikilitaş,2025-07-11 12:56:26.631
f88e8e4e-33cf-42f8-a82d-7d8992769d14,23d16804-5dd8-4916-b9df-faa2f69586a9,İstanbul,Şişli,Esentepe,2025-05-30 23:43:11.687
d81df5c9-aab6-42a5-9ec0-0ee24a74e46b,29ee9f08-b1fc-47ab-bacd-5d60b1339a50,Samsun,ilkadım,Kadiköy,2025-07-07 18:53:50.243
05ac9fbf-6aad-45cd-9694-0790df91201c,08090b07-44f3-435d-b48e-99665f32b7e0,Ankara,Altındağ,Aydıncık,2025-05-19 10:35:09.855
b18209c9-24e2-4d00-a2a3-2f8e83adf4e4,2039151b-8aa3-4278-b039-1060a25f3a5f,İstanbul,Beşiktaş,Konaklar,2025-07-10 18:59:35.976
ad618b98-43ed-46d8-ae57-0b43ffd69400,daa72c9d-c3b6-4187-a3bd-508f9632b4bb,İstanbul,Ataşehir,İnönü,2025-07-08 22:53:12.945
c196468d-f3f5-4a1d-9eae-e80db8c97322,c7303837-d8da-4e1e-89c9-4097f008a5a3,Ankara,Çankaya,Emek,2025-05-10 09:50:36.409
c96e12ba-c33a-43fb-9071-55d109b992aa,85e32550-cd28-4220-917e-08b43b1e0417,İstanbul,Şişli,Paşa,2025-07-24 19:05:36.003
b73786e6-61a1-4a68-9aca-65a95dc01acd,587d4895-bf33-4f97-889f-0854596091fa,İzmir,Konak,Altıntaş,2025-05-18 10:27:15.737
6cd5ddfb-987d-424f-a729-bb5f01f45997,4d4637fa-07c0-4d19-acfc-c001198c1bfe,Ankara,Etimesgut,Yeşilova,2025-07-01 00:16:01.497
949b43d6-b01f-46de-8641-9246bb06d5d7,2735644b-bba0-4bf4-a87f-5b9e7db437c6,İzmir,Buca,Çamlıkule,2025-05-14 02:51:26.551
94ea2a66-571f-42cb-b802-64acb6f8d3b5,0aaf8ec1-334f-4265-b11a-c9f9f45a3358,İzmir,Karşıyaka,Bahçelievler,2025-07-11 21:07:15.372
c022a18b-e7d3-4670-9d49-4ebb8d480cff,637c7a70-2c04-44c0-b96c-a024d74ded93,İstanbul,Ataşehir,Ataşehir Atatürk,2025-06-25 14:44:35.534
c3a971ea-0e54-4597-83f3-516228544e41,669a5870-2532-4917-9632-23a6aab2a5a6,İstanbul,Sarıyer,Zekeriyaköy,2025-05-30 11:21:12.802
3ed7ef43-4e9b-4d29-9b0e-4062232f45b3,6f779337-51f5-4a49-9cf0-047d607e3dce,İstanbul,Ümraniye,Site,2025-06-28 17:43:37.958
57d0b942-6f06-4c84-8ede-52a3d30555ac,c0fd0cfd-713c-4a52-a491-835b468c4b77,İstanbul,Kadıköy,Dumlupınar,2025-05-22 20:53:04.872
767904cb-7aa9-45ec-a6e9-9e135c45ae22,07d6b026-e3c2-4821-b780-7e61fbe6ef28,İstanbul,Gaziosmanpaşa,Merkez,2025-05-09 14:36:24.175
4d748830-acc7-4590-9234-8bf63788ee9e,65d79a3a-29b6-4f9a-8a5c-b744037a9e93,İstanbul,Ataşehir,Örnek,2025-06-10 21:53:07.715
ef3b2cce-813d-469c-b960-c6b03e443ae4,115edd60-4eda-4371-8291-7911dc0b70fa,İstanbul,Kadıköy,Zühtüpaşa,2025-05-16 14:51:45.606
197255e5-3044-41bc-9075-2ec03b786066,4f5f38b6-5648-4775-8da3-356aedcb3624,İzmir,Konak,Güzelyalı,2025-05-31 01:39:18.129
065cc976-74ed-407a-baf1-2dbef5de49ff,faf3580f-9e89-44c1-873e-c38ba5016e2e,İstanbul,Ataşehir,Örnek,2025-06-23 13:48:01.549
19ed0cd9-b5f0-41be-9cdd-a9f822fa0127,be2177b9-66b0-4c49-84dd-8c40fd1ff6f8,İstanbul,Kadıköy,Koşuyolu,2025-06-03 21:18:07.112
29cfdfa5-8325-41e5-b783-af815c5bdcbd,2bad2ea4-8da5-4888-a5bc-e2f71ab05346,İstanbul,Küçükçekmece,Mehmetakif,2025-05-26 05:51:43.844
78956825-fe80-4e8e-bd12-8830718e204c,04d58e74-66f9-43e4-97b2-d88bd4d94c55,İstanbul,Sarıyer,Maden,2025-05-09 10:38:19.389
6bfb7c96-cd67-42ef-822b-90bf8f34884a,cbffdb7d-b678-4c3d-9f37-548a8b98e509,İstanbul,Pendik,Kavakpınar,2025-06-07 16:02:25.832
6f4e53bc-ec2c-4956-a0fd-e8bdc42994b0,276c0f0b-5a56-431c-bd18-d7339bc33b2f,İstanbul,Ümraniye,Tatlısu,2025-06-27 12:43:14.319
99c7a978-6b15-407e-98f4-e6275a6337ce,2d034b11-937a-4d5d-b785-eed998196cee,İstanbul,Üsküdar,Acıbadem,2025-08-02 11:50:03.276
6e41c5be-8f8c-44a2-a42d-39ba40565fab,3e6b91c4-5ef1-416f-aa4d-802513690f90,İstanbul,Kağıthane,Hamidiye,2025-07-07 11:01:58.429
7caaaf66-4d47-479c-9bce-114c6a0265af,a2f21d20-9522-45fe-a714-370ef1bf70c9,İstanbul,Beşiktaş,Cıhannuma,2025-07-14 23:32:16.982
b4f841cd-bcc8-46a1-95f3-ff5d3fefc003,588e31ce-0742-4694-bea7-86e830ae5366,Ankara,Etimesgut,Yeşilova,2025-07-27 21:35:00.983
9bee5a6b-b94d-4480-9bf0-db13d8055210,554aeff1-3828-443d-aa6f-3295d15732ba,İstanbul,Avcılar,Cihangir,2025-06-24 14:33:02.953
97841df9-d373-49a2-9f4c-f7ab78da00b8,1e77ef1e-754c-4d69-8719-77f81bf8acbe,Antalya,Muratpaşa,Muratpaşa,2025-07-14 13:13:00.532
5df17b9d-7366-4600-a302-c267e9b14aa5,aff6e57f-33ce-41d4-97b7-eecd42517f26,Samsun,Atakum,Cumhuriyet,2025-07-14 13:42:18.375
d7edce61-086b-4328-9a79-1b745841faf5,76999928-b190-42aa-9b06-1a64aebcc226,İstanbul,Kadıköy,Suadiye,2025-06-30 19:45:29.054
5ccf840f-89c8-4a7f-bae7-55c63ca0dfec,d8d1cfa5-dc28-4571-9d96-2fc102cb1779,İstanbul,Sarıyer,Maslak,2025-07-27 11:40:13.311
98f9d1f2-c8ab-4109-a849-66a139c578b5,e3312e7e-1037-4454-a21f-01730856f824,Ankara,Çankaya,Yaşamkent,2025-05-06 16:18:04.910
89ff8735-3cd6-477d-8013-49a5affd7865,35e797b7-4102-4994-85b0-3f935a16bcb4,İstanbul,Esenler,Turgut Reis,2025-07-01 12:23:55.584
1d2ace62-c475-4586-8b49-5ab12c282643,053994df-27b3-47f2-9623-cb8029793dc7,İstanbul,Beşiktaş,Arnavutköy,2025-05-14 01:58:18.746
e4356652-1877-4a4b-af23-c9430e79a2d2,45b7c94a-cdfd-4534-86c1-efbf55238ae7,İstanbul,Ataşehir,Küçükbakkalköy,2025-05-14 13:10:02.697
c1a5153a-76ae-4d88-be10-f38bb638026c,027bd832-748a-4e01-8535-894d433b0bb2,İstanbul,Kadıköy,Fenerbahçe,2025-06-09 19:33:27.055
6830be3c-291e-46e8-b9c2-6be23a3c3837,88987f6b-e05f-4bca-a968-428dcc0f1e5e,Antalya,Muratpaşa,Lara,2025-07-11 17:55:12.073
29f18f3b-959e-479e-ab87-c5a8f658d4f3,7983faa3-11b6-4a3b-9522-c4799bc3e92d,İstanbul,Beşiktaş,Ortaköy,2025-07-07 06:17:39.166
6c314e5d-e34f-4b02-af8c-5b71b0fc4f74,b1e36680-d384-440a-8b69-92fd927bfd3d,İstanbul,Ataşehir,İnönü,2025-05-20 20:34:37.328
6e678b75-f9f7-4c8a-96a1-1e79d7780a5e,20ab161c-4d9b-4a4c-9887-f42a44073754,İstanbul,Kadıköy,Caferağa,2025-05-30 07:40:38.720
2e541b6a-a5af-460d-98c6-acf73f998e36,d37f13e2-6a0a-4076-b332-32cf3b3494c2,İstanbul,Beykoz,Kavacık,2025-06-11 15:19:26.522
b7ac6db6-bf59-43f0-b168-ef5e8162109d,1c9beddc-848c-4757-95e2-db0a52c83688,Ankara,Çankaya,Sancak,2025-05-29 12:50:38.556
66725055-3ae0-4fd6-a35e-7da2d398c752,cfbe7754-c3c2-4dc9-8100-d6bb851b0215,İstanbul,Bağcılar,Demirkapı,2025-06-30 13:24:39.819
49fc2b63-f858-44e3-a3f4-9ffd740e4ef8,8e9ee790-794a-4591-8b2e-6b449e11f752,İstanbul,Zeytinburnu,Veliefendi,2025-06-06 17:57:23.215
a9b8f92a-5be5-4ae9-b250-013d2ded9e92,83c64882-bbf6-46fd-a0fd-85fff2c6c271,İstanbul,Tuzla,Aydınl,2025-06-19 13:41:11.752
be7115e9-d920-4705-bd8f-8ff3d9663818,5c3d94d4-3072-4811-97a5-7e7e788ed926,İstanbul,Kadıköy,Osmanağa,2025-05-21 22:02:14.594
0e249815-179a-4541-a06e-a8930fc1f6d5,9b955707-ab36-4dfe-85be-2be5f69fc9b6,Eskişehir,Tepebaşı,Eskişehir,2025-07-05 22:46:02.217
b17c7051-f7c1-4194-a355-04e334b1b952,9d6bd1d8-8ee7-44fd-afd8-f38d720a1b82,İstanbul,Küçükçekmece,Tevfik Bey,2025-05-20 17:07:18.439
30e75243-4411-4983-a0f4-df2dd3984c7c,ec24b365-84ba-4447-830f-e6e34a8ef966,İstanbul,Kağıthane,Harmantepe,2025-07-10 17:52:31.384
bb113bf6-b7e9-4161-94d4-4d961aace4a8,15dda8ec-efe4-4400-a09e-93710b905c73,İstanbul,Ataşehir,Ataşehir Atatürk,2025-05-15 23:38:22.799
2213ffbe-c681-4555-a6af-7e47597d6fac,8fc73fff-e97d-436b-9a32-bbc13c3fc02d,İstanbul,Kadıköy,19 Mayıs,2025-07-20 15:24:48.118
295a03f4-a419-4255-9325-a3f74bec6eb4,7d6f3abe-5d02-4526-8f65-ee3271d9c87f,Ankara,Yenimahalle,Beştepe,2025-05-23 22:21:16.065
40b2834f-8288-4e69-83b1-affc881fda5d,df7c3098-c206-4f39-995f-1af0b837076b,İstanbul,Ümraniye,Atatürk,2025-05-12 00:09:28.443
054690a1-496d-4c2f-9fbe-cd4983983a74,3833b0c2-0031-482b-b936-a6eb6043125f,İstanbul,Beşiktaş,Gayrettepe,2025-05-07 17:08:19.263
1b106016-c4ee-4bff-b32f-e32fe1c5c2cf,705cb193-98bc-4733-969e-78e7cf8dbb54,İzmir,Karşıyaka,Aksoy,2025-06-13 10:17:02.199
7751438a-a592-4879-b80e-28b4e0940e8c,c4bd0345-d85a-41b5-818b-0d18e5a6265b,İstanbul,Maltepe,Zümrütevler,2025-05-07 16:14:55.436
3cb3c0fc-e317-481a-919d-2c1815d1a882,37fffb2b-c4f7-47eb-8473-a1d81452cec6,İstanbul,Şişli,Paşa,2025-05-30 18:05:45.513
4aae7fd2-2582-4467-8039-3298d47f9bef,2faff7f2-8cf5-433f-bc5b-4bb1990d8e33,İstanbul,Beşiktaş,Türkali,2025-06-17 15:12:11.227
ae75601d-56d7-4717-9831-87553dc6fc6f,c8fd8cb4-f303-4454-b26f-37108c37c4f7,Aydın,Kuşadası,Kuşadası,2025-07-17 13:04:37.446
3156efc9-6647-4e2b-9e9d-0d008f58f62e,0f73c567-b142-40e2-ac96-28d140b496d9,Ankara,Keçiören,Kavacık Subayevleri,2025-06-30 16:37:24.990
010115aa-bed7-4e3b-8310-e4bc81e5a6e5,8abf4b26-05af-4171-8c09-be40e0478fdb,İstanbul,Şişli,Esentepe,2025-06-29 17:37:03.300
